group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,epsilon,1,3,5,7,10,15,20,30,50
1,S1-S8 (2s paradigm),7,1,0.2,subject,4,0.4625,160,74,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),7,1,0.2,subject,5,0.3375,160,54,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),7,1,0.2,subject,6,0.43125,160,69,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),7,1,0.2,subject,7,0.2125,160,34,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),7,1,0.2,subject,8,0.51875,160,83,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),7,1,0.2,summary,ALL,,8,,53.7,20.9,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,1,0.7,160,112,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,2,0.73125,160,117,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,3,0.875,160,140,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,4,0.4375,160,70,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,5,0.3125,160,50,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,6,0.45,160,72,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,7,0.21875,160,35,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,subject,8,0.54375,160,87,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),10,1,0.2,summary,ALL,,8,,53.4,20.8,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,1,0.7125,160,114,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,2,0.7,160,112,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,3,0.8625,160,138,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,4,0.40625,160,65,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,5,0.28125,160,45,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,6,0.41875,160,67,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,7,0.2125,160,34,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,subject,8,0.53125,160,85,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),15,1,0.2,summary,ALL,,8,,51.6,21.3,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,1,0.7125,160,114,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,2,0.69375,160,111,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,3,0.88125,160,141,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,4,0.40625,160,65,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,5,0.26875,160,43,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,6,0.43125,160,69,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,7,0.20625,160,33,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,subject,8,0.50625,160,81,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),20,1,0.2,summary,ALL,,8,,51.3,21.8,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,1,0.69375,160,111,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,2,0.7,160,112,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,3,0.88125,160,141,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,4,0.38125,160,61,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,5,0.25,160,40,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,6,0.40625,160,65,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,7,0.2125,160,34,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,subject,8,0.5,160,80,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),30,1,0.2,summary,ALL,,8,,50.3,22.1,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,1,0.66875,160,107,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,2,0.6625,160,106,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,3,0.81875,160,131,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,4,0.375,160,60,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,5,0.23125,160,37,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,6,0.44375,160,71,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,7,0.18125,160,29,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,subject,8,0.4625,160,74,,,,,,,,,,,,,
1,S1-S8 (2s paradigm),50,1,0.2,summary,ALL,,8,,48,20.8,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,9,0.46875,160,75,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,10,0.5375,160,86,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,11,0.10625,160,17,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,12,0.58125,160,93,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,13,0.60625,160,97,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,14,0.3375,160,54,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,15,0.3,160,48,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,subject,16,0.68125,160,109,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),1,1,0.2,summary,ALL,,8,,45.2,17.9,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,9,0.4875,160,78,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,10,0.56875,160,91,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,11,0.10625,160,17,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,12,0.68125,160,109,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,13,0.55625,160,89,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,14,0.39375,160,63,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,15,0.31875,160,51,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,subject,16,0.70625,160,113,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),3,1,0.2,summary,ALL,,8,,47.7,18.7,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,9,0.5125,160,82,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,10,0.6,160,96,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,11,0.1,160,16,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,12,0.65625,160,105,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,13,0.58125,160,93,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,14,0.39375,160,63,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,15,0.3,160,48,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,subject,16,0.71875,160,115,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),5,1,0.2,summary,ALL,,8,,48.3,19.3,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,9,0.51875,160,83,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,10,0.58125,160,93,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,11,0.13125,160,21,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,12,0.70625,160,113,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,13,0.55625,160,89,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,14,0.3875,160,62,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,15,0.30625,160,49,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,subject,16,0.725,160,116,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),7,1,0.2,summary,ALL,,8,,48.9,19,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,9,0.48125,160,77,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,10,0.6,160,96,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,11,0.1125,160,18,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,12,0.65625,160,105,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,13,0.5625,160,90,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,14,0.40625,160,65,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,15,0.3,160,48,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,subject,16,0.73125,160,117,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,1,0.2,summary,ALL,,8,,48.1,19,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,9,0.525,160,84,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,10,0.56875,160,91,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,11,0.1125,160,18,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,12,0.65,160,104,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,13,0.575,160,92,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,14,0.4,160,64,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,15,0.3125,160,50,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,subject,16,0.71875,160,115,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,1,0.2,summary,ALL,,8,,48.3,18.5,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,9,0.4625,160,74,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,10,0.55625,160,89,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,11,0.10625,160,17,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,12,0.7,160,112,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,13,0.59375,160,95,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,14,0.425,160,68,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,15,0.3375,160,54,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,subject,16,0.7,160,112,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,1,0.2,summary,ALL,,8,,48.5,18.7,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,9,0.5125,160,82,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,10,0.55,160,88,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,11,0.1,160,16,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,12,0.61875,160,99,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,13,0.5125,160,82,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,14,0.38125,160,61,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,15,0.33125,160,53,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,subject,16,0.65625,160,105,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,1,0.2,summary,ALL,,8,,45.8,16.9,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,9,0.43125,160,69,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,10,0.5625,160,90,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,11,0.10625,160,17,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,12,0.6125,160,98,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,13,0.45,160,72,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,14,0.3375,160,54,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,15,0.31875,160,51,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,subject,16,0.60625,160,97,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,1,0.2,summary,ALL,,8,,42.8,16.1,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,17,0.1375,160,22,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,18,0.7875,160,126,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,19,0.64375,160,103,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,20,0.14375,160,23,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,21,0.31875,160,51,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,22,0.5,160,80,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,23,0.7625,160,122,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,subject,24,0.45625,160,73,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,1,0.2,summary,ALL,,8,,46.9,23.9,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,17,0.1375,160,22,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,18,0.9125,160,146,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,19,0.7125,160,114,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,20,0.16875,160,27,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,21,0.3375,160,54,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,22,0.50625,160,81,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,23,0.8125,160,130,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,subject,24,0.45625,160,73,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,1,0.2,summary,ALL,,8,,50.5,27,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,17,0.14375,160,23,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,18,0.925,160,148,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,19,0.73125,160,117,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,20,0.1875,160,30,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,21,0.3375,160,54,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,22,0.4875,160,78,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,23,0.79375,160,127,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,subject,24,0.48125,160,77,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),5,1,0.2,summary,ALL,,8,,51.1,26.7,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,17,0.15625,160,25,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,18,0.89375,160,143,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,19,0.7125,160,114,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,20,0.1625,160,26,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,21,0.3125,160,50,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,22,0.48125,160,77,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,23,0.83125,160,133,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,subject,24,0.46875,160,75,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.2,summary,ALL,,8,,50.2,26.9,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,17,0.14375,160,23,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,18,0.93125,160,149,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,19,0.69375,160,111,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,20,0.175,160,28,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,21,0.30625,160,49,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,22,0.49375,160,79,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,23,0.825,160,132,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,subject,24,0.43125,160,69,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),10,1,0.2,summary,ALL,,8,,50,27.5,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,17,0.1125,160,18,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,18,0.91875,160,147,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,19,0.71875,160,115,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,20,0.1625,160,26,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,21,0.2875,160,46,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,22,0.4875,160,78,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,23,0.78125,160,125,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,subject,24,0.4375,160,70,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),15,1,0.2,summary,ALL,,8,,48.8,27.7,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,17,0.1125,160,18,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,18,0.9,160,144,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,19,0.7,160,112,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,20,0.175,160,28,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,21,0.2875,160,46,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,22,0.475,160,76,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,23,0.76875,160,123,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,subject,24,0.41875,160,67,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),20,1,0.2,summary,ALL,,8,,48,26.9,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,17,0.11875,160,19,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,18,0.90625,160,145,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,19,0.70625,160,113,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,20,0.15625,160,25,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,21,0.28125,160,45,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,22,0.4375,160,70,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,23,0.75625,160,121,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,subject,24,0.475,160,76,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),30,1,0.2,summary,ALL,,8,,48,27.1,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,17,0.10625,160,17,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,18,0.8625,160,138,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,19,0.7125,160,114,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,20,0.16875,160,27,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,21,0.21875,160,35,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,22,0.4,160,64,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,23,0.74375,160,119,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,subject,24,0.36875,160,59,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),50,1,0.2,summary,ALL,,8,,44.8,27,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,25,0.24375,160,39,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,26,0.29375,160,47,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,27,0.2375,160,38,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,28,0.48125,160,77,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,29,0.35,160,56,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,30,0.36875,160,59,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,31,0.18125,160,29,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,subject,32,0.09375,160,15,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),1,1,0.2,summary,ALL,,8,,28.1,11.2,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,25,0.225,160,36,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,26,0.3125,160,50,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,27,0.275,160,44,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,28,0.55,160,88,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,29,0.375,160,60,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,30,0.3625,160,58,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,31,0.18125,160,29,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,subject,32,0.075,160,12,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,1,0.2,summary,ALL,,8,,29.5,13.4,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,25,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,26,0.30625,160,49,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,27,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,28,0.55,160,88,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,29,0.3625,160,58,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,1,0.2,subject,30,0.44375,160,71,,,,,,,,,,,,,
