group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,epsilon,1,3,5,7,10,15,20,30,50
4,S25-S32 (3s paradigm),3,0,0.2,subject,32,0.08125,160,13,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),3,0,0.2,summary,ALL,,8,,28.1,11.7,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,25,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,26,0.35625,160,57,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,27,0.25625,160,41,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,28,0.5625,160,90,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,29,0.36875,160,59,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,30,0.43125,160,69,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,31,0.19375,160,31,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,subject,32,0.1,160,16,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),5,0,0.2,summary,ALL,,8,,31.6,13.6,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,25,0.24375,160,39,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,26,0.34375,160,55,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,27,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,28,0.55,160,88,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,29,0.3875,160,62,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,30,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,31,0.20625,160,33,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,subject,32,0.08125,160,13,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,0,0.2,summary,ALL,,8,,30.8,13.2,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,25,0.2125,160,34,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,26,0.33125,160,53,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,27,0.26875,160,43,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,28,0.5875,160,94,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,29,0.40625,160,65,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,30,0.4375,160,70,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,31,0.1875,160,30,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,subject,32,0.09375,160,15,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),10,0,0.2,summary,ALL,,8,,31.6,14.8,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,25,0.2625,160,42,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,26,0.35,160,56,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,27,0.29375,160,47,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,28,0.59375,160,95,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,29,0.425,160,68,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,30,0.40625,160,65,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,31,0.21875,160,35,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,subject,32,0.1,160,16,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),15,0,0.2,summary,ALL,,8,,33.1,14,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,25,0.2875,160,46,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,26,0.33125,160,53,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,27,0.275,160,44,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,28,0.63125,160,101,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,29,0.4,160,64,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,30,0.38125,160,61,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,31,0.175,160,28,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,subject,32,0.1375,160,22,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),20,0,0.2,summary,ALL,,8,,32.7,14.3,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,25,0.23125,160,37,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,26,0.30625,160,49,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,27,0.2625,160,42,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,28,0.54375,160,87,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,29,0.375,160,60,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,30,0.33125,160,53,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,31,0.1625,160,26,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,subject,32,0.1,160,16,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),30,0,0.2,summary,ALL,,8,,28.9,12.8,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,25,0.2,160,32,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,26,0.25,160,40,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,27,0.21875,160,35,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,28,0.425,160,68,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,29,0.30625,160,49,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,30,0.25,160,40,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,31,0.16875,160,27,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,subject,32,0.09375,160,15,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),50,0,0.2,summary,ALL,,8,,23.9,9.2,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,33,0.3,160,48,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,34,0.30625,160,49,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,35,0.29375,160,47,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,36,0.3875,160,62,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,37,0.36875,160,59,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,38,0.16875,160,27,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,39,0.2875,160,46,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,subject,40,0.30625,160,49,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),1,0,0.2,summary,ALL,,8,,30.2,6.1,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,33,0.31875,160,51,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,34,0.49375,160,79,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,35,0.35625,160,57,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,36,0.575,160,92,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,37,0.70625,160,113,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,38,0.2,160,32,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,39,0.46875,160,75,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,subject,40,0.3375,160,54,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),3,0,0.2,summary,ALL,,8,,43.2,15.1,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,33,0.33125,160,53,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,34,0.525,160,84,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,35,0.4375,160,70,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,36,0.55625,160,89,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,37,0.76875,160,123,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,38,0.225,160,36,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,39,0.525,160,84,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,subject,40,0.35625,160,57,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),5,0,0.2,summary,ALL,,8,,46.6,15.6,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,33,0.325,160,52,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,34,0.54375,160,87,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,35,0.38125,160,61,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,36,0.5625,160,90,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,37,0.7875,160,126,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,38,0.25,160,40,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,39,0.5,160,80,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,subject,40,0.36875,160,59,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,0,0.2,summary,ALL,,8,,46.5,15.9,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,33,0.33125,160,53,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,34,0.55625,160,89,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,35,0.40625,160,65,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,36,0.5625,160,90,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,37,0.8625,160,138,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,38,0.25625,160,41,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,39,0.49375,160,79,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,subject,40,0.375,160,60,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),10,0,0.2,summary,ALL,,8,,48,17.6,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,33,0.35,160,56,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,34,0.6125,160,98,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,35,0.39375,160,63,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,36,0.60625,160,97,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,37,0.86875,160,139,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,38,0.2625,160,42,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,39,0.4875,160,78,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,subject,40,0.38125,160,61,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),15,0,0.2,summary,ALL,,8,,49.5,18.2,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,33,0.31875,160,51,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,34,0.6125,160,98,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,35,0.4,160,64,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,36,0.6125,160,98,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,37,0.8375,160,134,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,38,0.275,160,44,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,39,0.5125,160,82,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,subject,40,0.36875,160,59,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),20,0,0.2,summary,ALL,,8,,49.2,17.7,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,33,0.34375,160,55,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,34,0.6125,160,98,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,35,0.3625,160,58,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,36,0.60625,160,97,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,37,0.81875,160,131,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,38,0.275,160,44,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,39,0.475,160,76,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,subject,40,0.35625,160,57,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),30,0,0.2,summary,ALL,,8,,48.1,17.2,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,33,0.24375,160,39,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,34,0.44375,160,71,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,35,0.2875,160,46,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,36,0.4625,160,74,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,37,0.69375,160,111,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,38,0.1375,160,22,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,39,0.36875,160,59,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,subject,40,0.26875,160,43,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),50,0,0.2,summary,ALL,,8,,36.3,16,,,,,,,,,,,
