group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,epsilon,1,3,5,7,10,15,20,30,50
2,S9-S16 (2s paradigm),10,0,0.2,subject,9,0.5125,160,82,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,10,0.5875,160,94,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,11,0.1125,160,18,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,12,0.68125,160,109,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,13,0.56875,160,91,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,14,0.425,160,68,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,15,0.325,160,52,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,subject,16,0.7375,160,118,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),10,0,0.2,summary,ALL,,8,,49.4,19,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,9,0.475,160,76,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,10,0.59375,160,95,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,11,0.10625,160,17,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,12,0.7,160,112,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,13,0.55,160,88,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,14,0.39375,160,63,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,15,0.34375,160,55,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,subject,16,0.71875,160,115,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),15,0,0.2,summary,ALL,,8,,48.5,19,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,9,0.4875,160,78,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,10,0.60625,160,97,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,11,0.125,160,20,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,12,0.68125,160,109,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,13,0.56875,160,91,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,14,0.3875,160,62,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,15,0.30625,160,49,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,subject,16,0.7125,160,114,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),20,0,0.2,summary,ALL,,8,,48.4,18.8,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,9,0.4875,160,78,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,10,0.6,160,96,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,11,0.125,160,20,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,12,0.64375,160,103,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,13,0.4875,160,78,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,14,0.39375,160,63,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,15,0.325,160,52,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,subject,16,0.69375,160,111,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),30,0,0.2,summary,ALL,,8,,47,17.5,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,9,0.3375,160,54,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,10,0.475,160,76,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,11,0.09375,160,15,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,12,0.45,160,72,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,13,0.3875,160,62,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,14,0.275,160,44,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,15,0.29375,160,47,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,subject,16,0.6,160,96,,,,,,,,,,,,,
2,S9-S16 (2s paradigm),50,0,0.2,summary,ALL,,8,,36.4,14.3,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,17,0.11875,160,19,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,18,0.5875,160,94,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,19,0.44375,160,71,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,20,0.06875,160,11,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,21,0.1875,160,30,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,22,0.24375,160,39,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,23,0.46875,160,75,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,subject,24,0.31875,160,51,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),1,0,0.2,summary,ALL,,8,,30.5,17.1,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,0,0.2,subject,17,0.13125,160,21,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,0,0.2,subject,18,0.83125,160,133,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,0,0.2,subject,19,0.69375,160,111,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),3,0,0.2,subject,20,0.175,160,28,,,,,,,,,,,,,
