group_id,group_description,epsilon,alpha,shared_ratio,row_type,test_subject,accuracy,n_test_samples,n_correct,mean_accuracy,std_accuracy,,shared_ratio,0.0 ,0.1 ,0.2 ,0.3 ,0.4 ,0.5 ,0.6 ,0.7 ,0.8 ,0.9 ,1.0 
3,S17-S24 (3s paradigm),7,1,0.5,subject,23,0.8,160,128,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.5,subject,24,0.44375,160,71,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.5,summary,ALL,,8,,49.2,27.1,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,17,0.14375,160,23,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,18,0.925,160,148,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,19,0.7,160,112,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,20,0.16875,160,27,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,21,0.29375,160,47,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,22,0.45,160,72,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,23,0.80625,160,129,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,subject,24,0.45,160,72,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.6,summary,ALL,,8,,49.2,27.3,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,17,0.13125,160,21,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,18,0.9125,160,146,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,19,0.6625,160,106,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,20,0.15625,160,25,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,21,0.31875,160,51,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,22,0.46875,160,75,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,23,0.775,160,124,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,subject,24,0.45625,160,73,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.7,summary,ALL,,8,,48.5,26.5,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,17,0.15625,160,25,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,18,0.88125,160,141,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,19,0.71875,160,115,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,20,0.1375,160,22,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,21,0.30625,160,49,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,22,0.44375,160,71,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,23,0.76875,160,123,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,subject,24,0.425,160,68,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.8,summary,ALL,,8,,48,26.4,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,17,0.1125,160,18,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,18,0.9,160,144,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,19,0.675,160,108,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,20,0.1625,160,26,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,21,0.275,160,44,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,22,0.44375,160,71,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,23,0.775,160,124,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,subject,24,0.40625,160,65,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,0.9,summary,ALL,,8,,46.9,27,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,17,0.10625,160,17,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,18,0.91875,160,147,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,19,0.73125,160,117,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,20,0.18125,160,29,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,21,0.26875,160,43,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,22,0.40625,160,65,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,23,0.7125,160,114,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,subject,24,0.43125,160,69,,,,,,,,,,,,,,,
3,S17-S24 (3s paradigm),7,1,1,summary,ALL,,8,,47,27.2,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,25,0.26875,160,43,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,26,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,27,0.28125,160,45,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,28,0.59375,160,95,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,29,0.35625,160,57,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,30,0.4,160,64,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,31,0.2125,160,34,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,subject,32,0.10625,160,17,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0,summary,ALL,,8,,31.9,13.4,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,25,0.26875,160,43,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,26,0.34375,160,55,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,27,0.2875,160,46,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,28,0.59375,160,95,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,29,0.38125,160,61,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,30,0.36875,160,59,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,31,0.2125,160,34,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,subject,32,0.1125,160,18,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.1,summary,ALL,,8,,32.1,13.2,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,25,0.24375,160,39,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,26,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,27,0.29375,160,47,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,28,0.56875,160,91,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,29,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,30,0.36875,160,59,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,31,0.20625,160,33,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,subject,32,0.125,160,20,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.2,summary,ALL,,8,,31.5,12.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,25,0.20625,160,33,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,26,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,27,0.26875,160,43,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,28,0.58125,160,93,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,29,0.31875,160,51,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,30,0.3875,160,62,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,31,0.19375,160,31,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,subject,32,0.11875,160,19,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.3,summary,ALL,,8,,30.3,13.4,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,25,0.25625,160,41,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,26,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,27,0.28125,160,45,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,28,0.59375,160,95,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,29,0.4,160,64,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,30,0.40625,160,65,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,subject,32,0.125,160,20,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.4,summary,ALL,,8,,32.2,13.7,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,25,0.25,160,40,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,26,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,27,0.3,160,48,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,28,0.58125,160,93,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,29,0.38125,160,61,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,30,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,31,0.23125,160,37,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,subject,32,0.1375,160,22,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.5,summary,ALL,,8,,32,12.2,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,25,0.275,160,44,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,26,0.34375,160,55,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,27,0.2875,160,46,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,28,0.53125,160,85,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,29,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,30,0.375,160,60,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,31,0.21875,160,35,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,subject,32,0.1125,160,18,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.6,summary,ALL,,8,,31.3,11.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,25,0.26875,160,43,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,26,0.35,160,56,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,27,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,28,0.5625,160,90,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,29,0.34375,160,55,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,30,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,subject,32,0.1,160,16,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.7,summary,ALL,,8,,30.9,12.6,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,25,0.24375,160,39,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,26,0.31875,160,51,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,27,0.28125,160,45,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,28,0.55,160,88,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,29,0.39375,160,63,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,30,0.325,160,52,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,31,0.18125,160,29,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,subject,32,0.1125,160,18,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.8,summary,ALL,,8,,30.1,12.5,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,25,0.2375,160,38,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,26,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,27,0.2625,160,42,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,28,0.54375,160,87,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,29,0.33125,160,53,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,30,0.3625,160,58,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,31,0.175,160,28,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,subject,32,0.125,160,20,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,0.9,summary,ALL,,8,,29.6,12.1,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,25,0.2625,160,42,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,26,0.3,160,48,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,27,0.23125,160,37,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,28,0.55,160,88,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,29,0.375,160,60,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,30,0.3,160,48,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,31,0.1875,160,30,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,subject,32,0.1375,160,22,,,,,,,,,,,,,,,
4,S25-S32 (3s paradigm),7,1,1,summary,ALL,,8,,29.3,11.9,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,33,0.34375,160,55,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,34,0.55625,160,89,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,35,0.4125,160,66,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,36,0.575,160,92,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,37,0.86875,160,139,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,38,0.24375,160,39,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,39,0.5,160,80,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,subject,40,0.40625,160,65,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0,summary,ALL,,8,,48.8,17.7,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,33,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,34,0.58125,160,93,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,35,0.3875,160,62,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,36,0.55,160,88,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,37,0.86875,160,139,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,38,0.25625,160,41,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,39,0.4625,160,74,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,subject,40,0.3625,160,58,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.1,summary,ALL,,8,,47.6,18,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,33,0.30625,160,49,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,34,0.5875,160,94,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,35,0.36875,160,59,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,36,0.55,160,88,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,37,0.8625,160,138,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,38,0.29375,160,47,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,39,0.53125,160,85,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,subject,40,0.38125,160,61,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.2,summary,ALL,,8,,48.5,17.8,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,34,0.60625,160,97,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,35,0.375,160,60,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,36,0.575,160,92,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,37,0.8625,160,138,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,38,0.2625,160,42,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,39,0.53125,160,85,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,subject,40,0.4125,160,66,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.3,summary,ALL,,8,,49.4,18,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,33,0.3,160,48,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,34,0.6,160,96,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,35,0.4125,160,66,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,36,0.5375,160,86,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,37,0.8625,160,138,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,38,0.26875,160,43,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,39,0.4875,160,78,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,subject,40,0.35,160,56,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.4,summary,ALL,,8,,47.7,18.1,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,34,0.61875,160,99,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,35,0.3875,160,62,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,36,0.5875,160,94,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,37,0.85,160,136,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,38,0.26875,160,43,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,39,0.4625,160,74,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,subject,40,0.4,160,64,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.5,summary,ALL,,8,,48.8,17.7,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,34,0.64375,160,103,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,35,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,36,0.6125,160,98,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,37,0.83125,160,133,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,38,0.25625,160,41,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,39,0.4875,160,78,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,subject,40,0.39375,160,63,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.6,summary,ALL,,8,,48.6,18.3,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,33,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,34,0.625,160,100,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,35,0.39375,160,63,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,36,0.56875,160,91,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,37,0.85,160,136,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,38,0.23125,160,37,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,39,0.48125,160,77,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,subject,40,0.36875,160,59,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.7,summary,ALL,,8,,48.2,18.3,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,33,0.31875,160,51,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,34,0.63125,160,101,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,35,0.3375,160,54,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,36,0.60625,160,97,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,37,0.81875,160,131,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,38,0.26875,160,43,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,39,0.45,160,72,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,subject,40,0.38125,160,61,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.8,summary,ALL,,8,,47.7,17.9,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,33,0.325,160,52,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,34,0.54375,160,87,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,35,0.30625,160,49,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,36,0.54375,160,87,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,37,0.8,160,128,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,38,0.225,160,36,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,39,0.46875,160,75,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,subject,40,0.3875,160,62,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,0.9,summary,ALL,,8,,45,17,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,33,0.31875,160,51,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,34,0.61875,160,99,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,35,0.28125,160,45,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,36,0.5875,160,94,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,37,0.8,160,128,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,38,0.24375,160,39,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,39,0.4875,160,78,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,subject,40,0.425,160,68,,,,,,,,,,,,,,,
5,S33-S40 (3s paradigm),7,1,1,summary,ALL,,8,,47,17.9,,,,,,,,,,,,,
